Customer_ID,Customer_Name,Age,Gender,Churn,State,City,Membership_Level
68,Evan Fuller,43,Female,0,Johor,Johor Bahru,Silver 
68,Evan Fuller,43,Female,0,Johor,Johor Bahru,Silver 
68,Evan Fuller,43,Female,0,Johor,Johor Bahru,Silver 
69,Christopher Bush,28,Female,0,Kelantan,Kota Bharu,Silver 
69,Christopher Bush,28,Female,0,Kelantan,Kota Bharu,Silver 
69,Christopher Bush,28,Female,0,Kelantan,Kota Bharu,Silver 
70,Miss Sara Black,45,Female,0,Putrajaya,Putrajaya,Silver 
70,Miss Sara Black,45,Female,0,Putrajaya,Putrajaya,Silver 
71,Linda Vazquez,54,Female,1,Sabah,Tawau,Silver 
71,Linda Vazquez,54,Female,1,Sabah,Tawau,Silver 
72,Bradley Collins,52,Male,0,Perak,Taiping,Silver 
74,Aaron Fox,66,Male,1,Johor,Johor Bahru,Silver 
75,Devin Wilson,46,Male,0,Negeri Sembilan,Kuala Pilah,Bronze
76,John Carrillo Jr.,49,Female,0,Sabah,Kota Kinabalu,Silver 
79,Kimberly Kelley,41,Male,0,Putrajaya,Putrajaya,Gold 
81,Isaac Ingram,18,Male,1,Perlis,Kangar,Gold 
81,Isaac Ingram,18,Male,1,Perlis,Kangar,Gold 
81,Isaac Ingram,18,Male,1,Perlis,Kangar,Gold 
82,Cassandra Yu,56,Female,0,Selangor,Klang,Silver 
85,Mark Bradford,31,Female,0,Kedah,Alor Star,Silver 
85,Mark Bradford,31,Female,0,Kedah,Alor Star,Silver 
85,Mark Bradford,31,Female,0,Kedah,Alor Star,Silver 
87,Lisa Greene,53,Female,1,Putrajaya,Putrajaya,Silver 
88,Sandra Anderson,49,Female,0,Selangor,Shah Alam,Silver 
89,Alice Boyer,38,Male,0,Kelantan,Pasir Mas,Silver 
89,Alice Boyer,38,Male,0,Kelantan,Pasir Mas,Silver 
90,Edward Bailey,65,Female,0,Kelantan,Kota Bharu,Silver 
90,Edward Bailey,65,Female,0,Kelantan,Kota Bharu,Silver 
90,Edward Bailey,65,Female,0,Kelantan,Kota Bharu,Silver 
91,Thomas Sandoval,21,Female,0,Sabah,Lahad Datu,Silver 
91,Thomas Sandoval,21,Female,0,Sabah,Lahad Datu,Silver 
92,Tami Brown,43,Female,0,Putrajaya,Putrajaya,Silver 
92,Tami Brown,43,Female,0,Putrajaya,Putrajaya,Silver 
93,Peter Dean,49,Male,0,Sarawak,Bintulu,Silver 
94,Duane Anderson,60,Male,1,Sabah,Tawau,Silver 
94,Duane Anderson,60,Male,1,Sabah,Tawau,Silver 
95,Ricky Dudley,60,Female,0,Selangor,Petaling Jaya,Silver 
95,Ricky Dudley,60,Female,0,Selangor,Petaling Jaya,Silver 
95,Ricky Dudley,60,Female,0,Selangor,Petaling Jaya,Silver 
96,Jerry Vasquez,63,Female,0,Terengganu,Kuala Terengganu,Silver 
97,Kelsey Williams,54,Female,0,Perak,Taiping,Silver 
99,Melody Rush,35,Female,0,Negeri Sembilan,Seremban,Silver 
99,Melody Rush,35,Female,0,Negeri Sembilan,Seremban,Silver 
99,Melody Rush,35,Female,0,Negeri Sembilan,Seremban,Silver 
100,Samantha Booth,42,Female,0,Kelantan,Pasir Mas,Silver 
101,Michael Howard,65,Female,1,Kedah,Alor Star,Silver 
103,Jerry Snyder,20,Female,0,Selangor,Klang,Silver 
103,Jerry Snyder,20,Female,0,Selangor,Klang,Silver 
105,Maria Hudson,32,Male,1,Selangor,Puchong,Silver 
105,Maria Hudson,32,Male,1,Selangor,Puchong,Silver 
106,Vickie Griffin,59,Female,0,Perak,Ipoh,Gold 
106,Vickie Griffin,59,Female,0,Perak,Ipoh,Gold 
107,Margaret Parks,18,Male,0,Terengganu,Kuala Terengganu,Silver 
107,Margaret Parks,18,Male,0,Terengganu,Kuala Terengganu,Silver 
108,Andrea Smith,32,Female,0,Kelantan,Bachok,Gold 
108,Andrea Smith,32,Female,0,Kelantan,Bachok,Gold 
108,Andrea Smith,32,Female,0,Kelantan,Bachok,Gold 
108,Andrea Smith,32,Female,0,Kelantan,Bachok,Gold 
109,Matthew Bennett,27,Female,0,Perlis,Kangar,Silver 
110,Cynthia Sanchez,52,Male,0,Kelantan,Pasir Mas,Silver 
111,Joseph Lynch,26,Male,0,Selangor,Puchong,Gold 
111,Joseph Lynch,26,Male,0,Selangor,Puchong,Gold 
111,Joseph Lynch,26,Male,0,Selangor,Puchong,Gold 
112,Rodney Warner,44,Male,0,Perak,Ipoh,Silver 
112,Rodney Warner,44,Male,0,Perak,Ipoh,Silver 
113,James Williams,36,Male,0,Sabah,Sandakan,Gold 
114,Antonio Estes,39,Male,0,Terengganu,Kuala Terengganu,Silver 
114,Antonio Estes,39,Male,0,Terengganu,Kuala Terengganu,Silver 
117,Melissa Mitchell,63,Female,0,Kelantan,Bachok,Bronze
118,Brian Nelson,62,Male,0,Selangor,Petaling Jaya,Silver 
118,Brian Nelson,62,Male,0,Selangor,Petaling Jaya,Silver 
119,Deanna Jackson,55,Male,0,Selangor,Rawang,Silver 
119,Deanna Jackson,55,Male,0,Selangor,Rawang,Silver 
119,Deanna Jackson,55,Male,0,Selangor,Rawang,Silver 
120,Kevin Tate,41,Male,0,Johor,Nusajaya,Silver 
120,Kevin Tate,41,Male,0,Johor,Nusajaya,Silver 
122,Jordan Cook,41,Male,0,Kedah,Alor Setar,Silver 
123,Gene Willis,41,Female,0,Kedah,Alor Setar,Silver 
123,Gene Willis,41,Female,0,Kedah,Alor Setar,Silver 
124,Dustin Gill,23,Female,1,Sabah,Tawau,Silver 
125,Tracy Palmer,34,Female,1,Negeri Sembilan,Seremban,Silver 
126,Ronald Kemp,56,Male,0,Kelantan,Kota Bharu,Silver 
127,Robert Rivera,68,Male,0,Kedah,Alor Star,Gold 
127,Robert Rivera,68,Male,0,Kedah,Alor Star,Gold 
127,Robert Rivera,68,Male,0,Kedah,Alor Star,Gold 
128,Michael Morales,35,Male,0,Perak,Ipoh,Gold 
128,Michael Morales,35,Male,0,Perak,Ipoh,Gold 
128,Michael Morales,35,Male,0,Perak,Ipoh,Gold 
129,Amanda Jackson,42,Female,1,Kelantan,Kota Bharu,Silver 
129,Amanda Jackson,42,Female,1,Kelantan,Kota Bharu,Silver 
130,Jessica Curtis,51,Female,0,Kedah,Alor Setar,Gold 
130,Jessica Curtis,51,Female,0,Kedah,Alor Setar,Gold 
130,Jessica Curtis,51,Female,0,Kedah,Alor Setar,Gold 
131,Stephanie Burch,29,Male,0,Kelantan,Bachok,Gold 
131,Stephanie Burch,29,Male,0,Kelantan,Bachok,Gold 
131,Stephanie Burch,29,Male,0,Kelantan,Bachok,Gold 
131,Stephanie Burch,29,Male,0,Kelantan,Bachok,Gold 
132,Michael Avila,20,Female,0,Johor,Nusajaya,Silver 
132,Michael Avila,20,Female,0,Johor,Nusajaya,Silver 
132,Michael Avila,20,Female,0,Johor,Nusajaya,Silver 
134,Jeffrey Kelley,59,Male,1,Johor,Nusajaya,Silver 
134,Jeffrey Kelley,59,Male,1,Johor,Nusajaya,Silver 
135,Lisa Russell,48,Male,0,Sabah,Sandakan,Gold 
135,Lisa Russell,48,Male,0,Sabah,Sandakan,Gold 
135,Lisa Russell,48,Male,0,Sabah,Sandakan,Gold 
136,Randy Nguyen,20,Male,0,Selangor,Petaling Jaya,Silver 
136,Randy Nguyen,20,Male,0,Selangor,Petaling Jaya,Silver 
137,Dr. David Patel,45,Female,0,Putrajaya,Putrajaya,Silver 
138,Annette Peterson,35,Female,1,Selangor,Petaling Jaya,Silver 
140,Carrie Nguyen,46,Female,0,Johor,Nusajaya,Silver 
140,Carrie Nguyen,46,Female,0,Johor,Nusajaya,Silver 
141,Chad Dean,58,Male,0,Kuala Lumpur,Kuala Lumpur,Silver 
141,Chad Dean,58,Male,0,Kuala Lumpur,Kuala Lumpur,Silver 
143,Rachael Kelly MD,42,Male,0,Kuala Lumpur,Kuala Lumpur,Gold 
143,Rachael Kelly MD,42,Male,0,Kuala Lumpur,Kuala Lumpur,Gold 
143,Rachael Kelly MD,42,Male,0,Kuala Lumpur,Kuala Lumpur,Gold 
143,Rachael Kelly MD,42,Male,0,Kuala Lumpur,Kuala Lumpur,Gold 
143,Rachael Kelly MD,42,Male,0,Kuala Lumpur,Kuala Lumpur,Gold 
144,Dorothy Meyers,57,Female,0,Sarawak,Kuching,Silver 
144,Dorothy Meyers,57,Female,0,Sarawak,Kuching,Silver 
145,Wendy Dawson,26,Female,0,Kuala Lumpur,Kuala Lumpur,Silver 
146,Ronald Rodgers,52,Female,0,Negeri Sembilan,Kuala Pilah,Gold 
146,Ronald Rodgers,52,Female,0,Negeri Sembilan,Kuala Pilah,Gold 
146,Ronald Rodgers,52,Female,0,Negeri Sembilan,Kuala Pilah,Gold 
147,Kevin White,70,Male,0,Perak,Ipoh,Gold 
148,Ashley Mathews,64,Female,1,Johor,Johor Bahru,Gold 
149,Taylor Massey,65,Female,0,Kelantan,Pasir Mas,Silver 
151,Marcus Price,28,Female,1,Kuala Lumpur,Kuala Lumpur,Silver 
151,Marcus Price,28,Female,1,Kuala Lumpur,Kuala Lumpur,Silver 
152,Joseph Massey,47,Female,0,Kelantan,Pasir Mas,Silver 
154,John Lewis,45,Female,0,Kelantan,Pasir Mas,Gold 
155,Brady Taylor,29,Female,0,Sarawak,Bintulu,Silver 
155,Brady Taylor,29,Female,0,Sarawak,Bintulu,Silver 
156,Michael Lopez,20,Male,0,Selangor,Rawang,Gold 
156,Michael Lopez,20,Male,0,Selangor,Rawang,Gold 
158,Troy Webb,58,Female,1,Sabah,Lahad Datu,Silver 
159,Eric Garrett,24,Female,0,Selangor,Rawang,Gold 
160,Terri Wilcox,58,Male,0,Putrajaya,Putrajaya,Silver 
160,Terri Wilcox,58,Male,0,Putrajaya,Putrajaya,Silver 
161,Ashley Lane,28,Male,1,Perlis,Kangar,Silver 
161,Ashley Lane,28,Male,1,Perlis,Kangar,Silver 
162,Dr. Russell Spence,29,Male,1,Johor,Johor Bahru,Silver 
162,Dr. Russell Spence,29,Male,1,Johor,Johor Bahru,Silver 
163,Courtney Silva,69,Female,0,Sabah,Lahad Datu,Silver 
164,Trevor Deleon,37,Female,1,Pulau Pinang,Butterworth,Gold 
164,Trevor Deleon,37,Female,1,Pulau Pinang,Butterworth,Gold 
165,Scott Hunt,60,Female,0,Selangor,Klang,Silver 
167,Chad Johnson,36,Male,0,Sarawak,Bintulu,Silver 
167,Chad Johnson,36,Male,0,Sarawak,Bintulu,Silver 
168,James Russell,49,Female,1,Sabah,Sandakan,Silver 
168,James Russell,49,Female,1,Sabah,Sandakan,Silver 
168,James Russell,49,Female,1,Sabah,Sandakan,Silver 
171,Todd Hahn,21,Female,1,Kedah,Alor Star,Silver 
171,Todd Hahn,21,Female,1,Kedah,Alor Star,Silver 
171,Todd Hahn,21,Female,1,Kedah,Alor Star,Silver 
172,Greg Stanley,21,Female,1,Selangor,Petaling Jaya,Silver 
173,Nicole Dunn,41,Male,0,Melaka,Melaka,Silver 
173,Nicole Dunn,41,Male,0,Melaka,Melaka,Silver 
174,Linda Johnson,47,Male,0,Johor,Nusajaya,Silver 
174,Linda Johnson,47,Male,0,Johor,Nusajaya,Silver 
175,Peter Jones,50,Male,0,Melaka,Melaka,Gold 
175,Peter Jones,50,Male,0,Melaka,Melaka,Gold 
175,Peter Jones,50,Male,0,Melaka,Melaka,Gold 
175,Peter Jones,50,Male,0,Melaka,Melaka,Gold 
176,Thomas Lyons,58,Male,0,Selangor,Puchong,Silver 
178,Alicia Torres,49,Female,0,Kelantan,Kota Bharu,Silver 
178,Alicia Torres,49,Female,0,Kelantan,Kota Bharu,Silver 
179,Raymond Cooper,67,Female,0,Kelantan,Bachok,Gold 
179,Raymond Cooper,67,Female,0,Kelantan,Bachok,Gold 
179,Raymond Cooper,67,Female,0,Kelantan,Bachok,Gold 
179,Raymond Cooper,67,Female,0,Kelantan,Bachok,Gold 
180,Victoria Brown,69,Female,0,Negeri Sembilan,Seremban,Gold 
180,Victoria Brown,69,Female,0,Negeri Sembilan,Seremban,Gold 
181,Jeffrey Aguilar,57,Male,0,Selangor,Rawang,Silver 
181,Jeffrey Aguilar,57,Male,0,Selangor,Rawang,Silver 
182,Jennifer Morrison,61,Female,1,Kelantan,Kota Bharu,Silver 
183,Steven Bond,52,Male,0,Perak,Taiping,Silver 
183,Steven Bond,52,Male,0,Perak,Taiping,Silver 
183,Steven Bond,52,Male,0,Perak,Taiping,Silver 
184,Kimberly Tanner,55,Female,0,Perak,Ipoh,Silver 
184,Kimberly Tanner,55,Female,0,Perak,Ipoh,Silver 
185,Emily Carter,70,Female,1,Sarawak,Bintulu,Silver 
186,Christopher Jackson,55,Female,0,Sabah,Sandakan,Gold 
186,Christopher Jackson,55,Female,0,Sabah,Sandakan,Gold 
186,Christopher Jackson,55,Female,0,Sabah,Sandakan,Gold 
188,Garrett Richardson,70,Female,0,Kedah,Alor Setar,Silver 
188,Garrett Richardson,70,Female,0,Kedah,Alor Setar,Silver 
190,Susan Mcdaniel,65,Female,0,Sabah,Tawau,Silver 
192,Aaron Barber,48,Male,1,Kedah,Alor Setar,Silver 
193,Marco Perez,68,Male,1,Negeri Sembilan,Seremban,Bronze
194,Tracie Huang,29,Female,0,Putrajaya,Putrajaya,Silver 
194,Tracie Huang,29,Female,0,Putrajaya,Putrajaya,Silver 
196,Patricia Davis,46,Female,0,Selangor,Klang,Gold 
197,Samuel Hoffman,31,Male,0,Sabah,Kota Kinabalu,Bronze
198,Elizabeth Anderson,35,Female,0,Sabah,Lahad Datu,Silver 
198,Elizabeth Anderson,35,Female,0,Sabah,Lahad Datu,Silver 
199,Derek Snow,37,Female,0,Negeri Sembilan,Seremban,Silver 
201,Angel Brown,31,Female,0,Kelantan,Pasir Mas,Silver 
201,Angel Brown,31,Female,0,Kelantan,Pasir Mas,Silver 
202,Nicole Stein,29,Male,0,Selangor,Puchong,Silver 
202,Nicole Stein,29,Male,0,Selangor,Puchong,Silver 
205,William Fowler DDS,51,Male,0,Sarawak,Bintulu,Silver 
206,Leslie West,64,Female,1,Perak,Taiping,Silver 
209,Laura Garner,45,Female,0,Sabah,Tawau,Silver 
209,Laura Garner,45,Female,0,Sabah,Tawau,Silver 
210,Dawn Wilson,34,Female,0,Sabah,Lahad Datu,Silver 
211,Michael Kaufman,27,Female,0,Kedah,Alor Star,Silver 
211,Michael Kaufman,27,Female,0,Kedah,Alor Star,Silver 
216,Melissa Ortega,57,Male,0,Sabah,Sandakan,Gold 
216,Melissa Ortega,57,Male,0,Sabah,Sandakan,Gold 
216,Melissa Ortega,57,Male,0,Sabah,Sandakan,Gold 
216,Melissa Ortega,57,Male,0,Sabah,Sandakan,Gold 
217,Donna Meyer,28,Female,0,Kelantan,Kota Bharu,Silver 
219,Taylor Newman,25,Female,0,Negeri Sembilan,Kuala Pilah,Silver 
220,Ashley Dominguez,67,Male,0,Selangor,Rawang,Silver 
220,Ashley Dominguez,67,Male,0,Selangor,Rawang,Silver 
220,Ashley Dominguez,67,Male,0,Selangor,Rawang,Silver 
221,Chris Wang,18,Male,0,Putrajaya,Putrajaya,Silver 
223,Kaitlyn Lee,23,Female,0,Johor,Nusajaya,Silver 
223,Kaitlyn Lee,23,Female,0,Johor,Nusajaya,Silver 
224,Herbert Holland,41,Male,0,Sarawak,Kuching,Silver 
225,Jennifer Roberts,44,Female,0,Selangor,Rawang,Silver 
225,Jennifer Roberts,44,Female,0,Selangor,Rawang,Silver 
229,Scott Welch,19,Female,1,Kelantan,Kota Bharu,Silver 
229,Scott Welch,19,Female,1,Kelantan,Kota Bharu,Silver 
229,Scott Welch,19,Female,1,Kelantan,Kota Bharu,Silver 
230,James Ortiz,27,Male,0,Kelantan,Pasir Mas,Bronze
231,Lawrence Shannon,61,Female,0,Perak,Taiping,Silver 
232,Annette Ramirez,24,Male,1,Selangor,Klang,Silver 
233,Lindsay Roberts,36,Female,0,Johor,Johor Bahru,Silver 
233,Lindsay Roberts,36,Female,0,Johor,Johor Bahru,Silver 
236,Christopher Williams,23,Male,0,Pulau Pinang,Butterworth,Platinum
236,Christopher Williams,23,Male,0,Pulau Pinang,Butterworth,Platinum
238,Laura Garner,40,Female,1,Sabah,Tawau,Silver 
239,Kyle Gallagher DDS,28,Male,0,Kelantan,Bachok,Gold 
239,Kyle Gallagher DDS,28,Male,0,Kelantan,Bachok,Gold 
239,Kyle Gallagher DDS,28,Male,0,Kelantan,Bachok,Gold 
239,Kyle Gallagher DDS,28,Male,0,Kelantan,Bachok,Gold 
239,Kyle Gallagher DDS,28,Male,0,Kelantan,Bachok,Gold 
240,Mr. Johnny Ramos,35,Female,0,Johor,Johor Bahru,Gold 
240,Mr. Johnny Ramos,35,Female,0,Johor,Johor Bahru,Gold 
240,Mr. Johnny Ramos,35,Female,0,Johor,Johor Bahru,Gold 
242,John Roberts,20,Male,0,Selangor,Shah Alam,Gold 
242,John Roberts,20,Male,0,Selangor,Shah Alam,Gold 
243,James Sullivan,30,Male,1,Sabah,Kota Kinabalu,Gold 
243,James Sullivan,30,Male,1,Sabah,Kota Kinabalu,Gold 
244,Russell Gonzalez,19,Female,0,Kelantan,Kota Bharu,Bronze
245,Ryan Bishop,28,Female,0,Johor,Nusajaya,Silver 
245,Ryan Bishop,28,Female,0,Johor,Nusajaya,Silver 
246,Brandy Wilkins,33,Female,0,Selangor,Shah Alam,Silver 
246,Brandy Wilkins,33,Female,0,Selangor,Shah Alam,Silver 
247,Daniel Gibson,70,Female,0,Kelantan,Bachok,Silver 
247,Daniel Gibson,70,Female,0,Kelantan,Bachok,Silver 
248,Jerry Henderson,62,Male,0,Selangor,Shah Alam,Silver 
249,Elizabeth Craig,64,Female,0,Selangor,Petaling Jaya,Silver 
249,Elizabeth Craig,64,Female,0,Selangor,Petaling Jaya,Silver 
250,Laura Peters,21,Male,0,Sarawak,Kuching,Silver 
251,Jason Jordan,62,Female,1,Kelantan,Pasir Mas,Silver 
252,Maria Kim,39,Female,0,Kedah,Alor Star,Silver 
253,Zachary Freeman,26,Female,1,Selangor,Petaling Jaya,Silver 
255,Jordan Juarez,23,Female,0,Selangor,Klang,Silver 
255,Jordan Juarez,23,Female,0,Selangor,Klang,Silver 
256,Casey Brown,43,Female,1,Selangor,Shah Alam,Silver 
257,Frank Morgan,54,Male,0,Sabah,Tawau,Gold 
257,Frank Morgan,54,Male,0,Sabah,Tawau,Gold 
257,Frank Morgan,54,Male,0,Sabah,Tawau,Gold 
259,Kimberly Howe,41,Male,1,Kedah,Alor Setar,Silver 
260,Theresa Jones,55,Female,0,Negeri Sembilan,Kuala Pilah,Silver 
260,Theresa Jones,55,Female,0,Negeri Sembilan,Kuala Pilah,Silver 
261,Carl Lee,64,Female,1,Perak,Ipoh,Silver 
262,Gail Mcdonald,27,Male,0,Perak,Taiping,Bronze
263,Stephanie Hayes,46,Male,1,Selangor,Rawang,Silver 
263,Stephanie Hayes,46,Male,1,Selangor,Rawang,Silver 
265,Carmen Parker,33,Female,0,Sabah,Sandakan,Gold 
265,Carmen Parker,33,Female,0,Sabah,Sandakan,Gold 
265,Carmen Parker,33,Female,0,Sabah,Sandakan,Gold 
266,Gregory Dickerson,51,Male,0,Selangor,Puchong,Silver 
268,Wendy Davidson,40,Male,0,Kelantan,Pasir Mas,Silver 
268,Wendy Davidson,40,Male,0,Kelantan,Pasir Mas,Silver 
269,Samantha Carrillo,64,Female,1,Perak,Taiping,Silver 
270,Jeffrey Richardson,23,Female,0,Terengganu,Kuala Terengganu,Silver 
270,Jeffrey Richardson,23,Female,0,Terengganu,Kuala Terengganu,Silver 
272,Leonard Bailey,41,Male,0,Pulau Pinang,Butterworth,Bronze
273,Lisa Powers,36,Female,0,Kelantan,Kota Bharu,Gold 
273,Lisa Powers,36,Female,0,Kelantan,Kota Bharu,Gold 
273,Lisa Powers,36,Female,0,Kelantan,Kota Bharu,Gold 
275,Eric Bond,35,Male,1,Sabah,Lahad Datu,Silver 
275,Eric Bond,35,Male,1,Sabah,Lahad Datu,Silver 
275,Eric Bond,35,Male,1,Sabah,Lahad Datu,Silver 
275,Eric Bond,35,Male,1,Sabah,Lahad Datu,Silver 
276,Daniel Jordan,43,Male,0,Putrajaya,Putrajaya,Silver 
276,Daniel Jordan,43,Male,0,Putrajaya,Putrajaya,Silver 
277,Donald Le,38,Male,0,Kelantan,Bachok,Silver 
280,Oscar Rocha,60,Male,1,Selangor,Klang,Silver 
281,Caitlin Murphy DDS,47,Male,0,Selangor,Shah Alam,Silver 
282,Michael Fitzgerald,50,Female,0,Sabah,Lahad Datu,Gold 
284,Bradley Freeman,50,Female,0,Sarawak,Bintulu,Silver 
284,Bradley Freeman,50,Female,0,Sarawak,Bintulu,Silver 
285,Kevin Griffith,62,Male,1,Selangor,Klang,Silver 
287,Douglas Walton,19,Female,0,Perlis,Kangar,Silver 
288,Shelby Perry,57,Female,0,Selangor,Shah Alam,Silver 
288,Shelby Perry,57,Female,0,Selangor,Shah Alam,Silver 
289,Michael Baker,31,Female,0,Kedah,Alor Star,Gold 
290,Brittany Scott,28,Male,0,Sarawak,Kuching,Silver 
